## 20 Topics ##
c_v coherence: 0.54944
u_mass coherence: -2.6515
Topic - Diversity coherence: 0.66

Topic 0,"game: 0.01736, year: 0.00863, price: 0.00722, console: 0.00464, market: 0.00459, time: 0.00386, figure: 0.00343, like: 0.00335, month: 0.00322, next: 0.00321"
Topic 1,"year: 0.0172, olympic: 0.01162, world: 0.01068, time: 0.00705, last: 0.00683, test: 0.00611, champion: 0.00587, race: 0.00531, athen: 0.0053, holme: 0.00514"
Topic 2,"service: 0.01828, broadband: 0.01057, people: 0.00664, bank: 0.00576, customer: 0.00461, line: 0.0045, offer: 0.00447, standard: 0.00445, casino: 0.00433, video: 0.00431"
Topic 3,"show: 0.01126, music: 0.01099, band: 0.01078, year: 0.0093, album: 0.00858, number: 0.00717, song: 0.00689, single: 0.00588, record: 0.00564, chart: 0.00525"
Topic 4,"lord: 0.01252, blair: 0.00979, government: 0.00812, bill: 0.00714, minister: 0.00647, house: 0.00443, case: 0.00439, legal: 0.00437, time: 0.00431, told: 0.00413"
Topic 5,"film: 0.02217, best: 0.02135, award: 0.01731, actor: 0.00959, labour: 0.00925, brown: 0.009, election: 0.0084, blair: 0.00738, oscar: 0.00702, director: 0.00618"
Topic 6,"game: 0.01381, england: 0.01033, robinson: 0.00804, ireland: 0.00719, year: 0.00602, mail: 0.00508, commodore: 0.00443, minute: 0.00427, back: 0.00402, half: 0.00396"
Topic 7,"chelsea: 0.00882, game: 0.00785, minute: 0.00718, goal: 0.007, half: 0.00664, player: 0.00613, time: 0.0057, back: 0.00549, first: 0.00546, side: 0.00506"
Topic 8,"mobile: 0.01274, people: 0.01273, phone: 0.0118, technology: 0.00837, year: 0.0078, digital: 0.00718, like: 0.00653, service: 0.00634, music: 0.00632, make: 0.00566"
Topic 9,"year: 0.01292, film: 0.00864, last: 0.00791, time: 0.00506, number: 0.00474, rate: 0.0046, play: 0.00416, first: 0.00401, five: 0.00351, week: 0.0035"
Topic 10,"firm: 0.01449, year: 0.01302, sale: 0.01015, share: 0.01004, market: 0.00944, company: 0.00879, profit: 0.00829, analyst: 0.00656, deal: 0.00639, growth: 0.00628"
Topic 11,"year: 0.01166, open: 0.01097, final: 0.01071, play: 0.01046, first: 0.00992, game: 0.00934, roddick: 0.00855, player: 0.00711, world: 0.00668, australian: 0.00649"
Topic 12,"film: 0.00592, year: 0.00577, ballet: 0.00531, britain: 0.00412, british: 0.00372, harrier: 0.0036, hunting: 0.00358, skype: 0.00324, people: 0.00323, think: 0.00308"
Topic 13,"people: 0.01036, search: 0.00988, blog: 0.00744, year: 0.00735, time: 0.00675, world: 0.00589, download: 0.00505, like: 0.00484, google: 0.00462, music: 0.00447"
Topic 14,"film: 0.01619, festival: 0.01212, year: 0.00678, people: 0.00614, attack: 0.00509, card: 0.00477, game: 0.00386, music: 0.00377, director: 0.00358, school: 0.00339"
Topic 15,"yuko: 0.01244, party: 0.01018, kilroy: 0.00936, silk: 0.00844, ukip: 0.00837, card: 0.00735, russian: 0.00729, plan: 0.00712, wage: 0.0069, government: 0.00608"
Topic 16,"government: 0.01067, election: 0.01024, labour: 0.00938, people: 0.00885, year: 0.00826, minister: 0.00685, party: 0.0063, public: 0.00508, blair: 0.00478, economic: 0.00476"
Topic 17,"viru: 0.00944, user: 0.00895, program: 0.00869, microsoft: 0.00826, software: 0.0078, security: 0.00762, anti: 0.0069, mail: 0.0063, people: 0.00626, spyware: 0.00609"
Topic 18,"england: 0.01306, wale: 0.013, game: 0.01228, play: 0.00857, club: 0.00776, year: 0.00773, nation: 0.0075, france: 0.00733, player: 0.00729, team: 0.00727"
Topic 19,"china: 0.00718, film: 0.00652, gadget: 0.00601, people: 0.00551, first: 0.00532, foreign: 0.00515, year: 0.00507, many: 0.00492, project: 0.00463, phone: 0.00445"
