Document,0,1,2,3,4,5,6,7,8,9
0,0.2782000005245209,0.6817399859428406,0.0,0.0,0.0,0.0,0.03418000042438507,0.0,0.0,0.0
1,0.9204000234603882,0.0,0.013460000045597553,0.0,0.0,0.0,0.0,0.06122000142931938,0.0,0.0
2,0.40852999687194824,0.0,0.0,0.04149999842047691,0.47505998611450195,0.0,0.034460000693798065,0.03819999843835831,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962499737739563,0.0
4,0.6485400199890137,0.0733800008893013,0.0,0.050919998437166214,0.07038000226020813,0.01245999988168478,0.08380000293254852,0.0,0.03530000150203705,0.01583000086247921
5,0.0,0.0,0.0,0.0,0.7540299892425537,0.19630999863147736,0.043529998511075974,0.0,0.0,0.0
6,0.0,0.06905999779701233,0.0,0.0,0.9180099964141846,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.06100999936461449,0.0,0.4540799856185913,0.40599000453948975,0.0,0.0722699984908104,0.0,0.0
8,0.9950100183486938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.18291999399662018,0.15941999852657318,0.0,0.4500899910926819,0.0,0.08403000235557556,0.0,0.0,0.0,0.11811999976634979
10,0.0,0.0,0.0,0.0,0.996399998664856,0.0,0.0,0.0,0.0,0.0
11,0.35357001423835754,0.20914000272750854,0.0,0.42904001474380493,0.0,0.0,0.0,0.0,0.0,0.0
12,0.6279199719429016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636600077152252,0.0
13,0.9929500222206116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.7312399744987488,0.0,0.0,0.26464998722076416,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.7841799855232239,0.20972000062465668,0.0,0.0,0.0,0.0,0.0
16,0.0,0.026809999719262123,0.016790000721812248,0.7538400292396545,0.04196000099182129,0.024700000882148743,0.0,0.0,0.10050000250339508,0.03448000177741051
17,0.0,0.8329100012779236,0.0213600005954504,0.0,0.03928999975323677,0.0,0.0,0.06295999884605408,0.039239998906850815,0.0
18,0.0,0.9875500202178955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07081999629735947,0.8757299780845642,0.04699999839067459
20,0.0,0.9923200011253357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.16699999570846558,0.0,0.16819000244140625,0.23826999962329865,0.17956000566482544,0.0,0.0,0.13176000118255615,0.11270000040531158
22,0.0,0.9367300271987915,0.0,0.05235999822616577,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.6455100178718567,0.34790000319480896,0.0,0.0,0.0,0.0,0.0
24,0.10276000201702118,0.0,0.0,0.0,0.062139999121427536,0.0,0.0,0.0,0.7708699703216553,0.06021000072360039
25,0.5121399760246277,0.0,0.0,0.0,0.0,0.0,0.4399999976158142,0.02864000014960766,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997160017490387,0.0
27,0.0,0.836650013923645,0.0,0.011049999855458736,0.01334999967366457,0.0,0.0,0.07947000116109848,0.04355999827384949,0.0
28,0.26502999663352966,0.0,0.0,0.0,0.7281699776649475,0.0,0.0,0.0,0.0,0.0
29,0.6674399971961975,0.23397000133991241,0.0,0.0,0.0940999984741211,0.0,0.0,0.0,0.0,0.0
30,0.03099999949336052,0.0,0.0,0.18548999726772308,0.04002999886870384,0.06515999883413315,0.10199999809265137,0.0,0.5223399996757507,0.052570000290870667
31,0.0,0.0,0.0502300001680851,0.39090999960899353,0.26034998893737793,0.021209999918937683,0.04733999818563461,0.18296000361442566,0.04391999915242195,0.0
32,0.8436300158500671,0.0,0.0,0.0,0.035739999264478683,0.0,0.0,0.0405299998819828,0.032329998910427094,0.037780001759529114
33,0.0,0.0,0.0,0.0,0.8200899958610535,0.0,0.0,0.0,0.09205999970436096,0.08011999726295471
34,0.06424999982118607,0.494049996137619,0.012430000118911266,0.014100000262260437,0.35719001293182373,0.0,0.0,0.03776000067591667,0.0,0.017680000513792038
35,0.0,0.0,0.0,0.9885299801826477,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.9942100048065186,0.0,0.0,0.0,0.0,0.0
37,0.0,0.06503000110387802,0.0,0.0,0.9049500226974487,0.0,0.011540000326931477,0.012240000069141388,0.0,0.0
38,0.0,0.0,0.0,0.012040000408887863,0.9068400263786316,0.0,0.0,0.017000000923871994,0.05234000086784363,0.0
39,0.05883999913930893,0.0,0.0,0.08810000121593475,0.0,0.0,0.6820200085639954,0.016610000282526016,0.15188999474048615,0.0
40,0.4525499939918518,0.0,0.0,0.541700005531311,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.1636900007724762,0.0,0.3762199878692627,0.450219988822937,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.5303699970245361,0.4634299874305725,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.01843000017106533,0.20338000357151031,0.09291999787092209,0.11275000125169754,0.028060000389814377,0.06481999903917313,0.452890008687973,0.02563999965786934
44,0.01039000041782856,0.09335999935865402,0.036720000207424164,0.2682400047779083,0.17066000401973724,0.10259000211954117,0.16956999897956848,0.09877000004053116,0.03101000003516674,0.018689999356865883
45,0.07326000183820724,0.0,0.08015000075101852,0.06567999720573425,0.3815700113773346,0.13835999369621277,0.04207000136375427,0.0,0.21645000576972961,0.0
46,0.4697200059890747,0.0,0.01614999957382679,0.0,0.0,0.0,0.0,0.0,0.5032299757003784,0.0
47,0.0,0.0,0.0,0.05565999820828438,0.017349999397993088,0.0,0.0,0.0,0.8774899840354919,0.045809999108314514
48,0.27636000514030457,0.08072999864816666,0.0,0.1283400058746338,0.13228000700473785,0.0,0.03407999873161316,0.0,0.32128000259399414,0.025340000167489052
49,0.9623100161552429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029589999467134476,0.0
50,0.0887100026011467,0.0,0.0,0.15338000655174255,0.0,0.03765999898314476,0.0,0.0,0.7153499722480774,0.0
51,0.0,0.0,0.0,0.5517899990081787,0.43970000743865967,0.0,0.0,0.0,0.0,0.0
52,0.15434999763965607,0.0,0.0,0.5305200219154358,0.30893000960350037,0.0,0.0,0.0,0.0,0.0
53,0.0,0.6979600191116333,0.0,0.0,0.2835899889469147,0.0,0.0,0.0,0.013199999928474426,0.0
