Topic 0,"fire: 0.03434, koresh: 0.02505, police: 0.02146, batf: 0.0172, agent: 0.01691, compound: 0.01644, criminal: 0.01564, tank: 0.013, children: 0.01222, waco: 0.01173"
Topic 1,"control: 0.10189, weapon: 0.09137, firearm: 0.08705, bill: 0.0646, rate: 0.05623, crime: 0.05526, license: 0.05208, carry: 0.04203, person: 0.03331, owner: 0.03212"
Topic 2,"american: 0.05173, south: 0.04072, group: 0.02746, francisco: 0.01615, information: 0.01587, intelligence: 0.01578, anti: 0.01512, report: 0.01472, african: 0.01406, radio: 0.01234"
Topic 3,"card: 0.1888, driver: 0.14889, mode: 0.05958, support: 0.04147, ethernet: 0.02617, detector: 0.02464, resolution: 0.02151, radar: 0.02068, graphic: 0.01892, diamond: 0.01737"
Topic 4,"base: 0.07898, double: 0.07344, myer: 0.07217, keyboard: 0.05649, pitcher: 0.05649, extra: 0.04483, pitch: 0.03976, jack: 0.03085, weekend: 0.02611, inning: 0.02476"
Topic 5,"state: 0.0678, right: 0.04821, government: 0.0462, american: 0.02123, congres: 0.01765, insurance: 0.01279, country: 0.01249, amendment: 0.0121, private: 0.01197, federal: 0.01187"
Topic 6,"military: 0.0578, house: 0.04758, civilian: 0.02336, national: 0.02265, organization: 0.02248, terrorist: 0.01994, panel: 0.01801, policy: 0.01765, corp: 0.01188, campaign: 0.01172"
Topic 7,"image: 0.04864, software: 0.03936, system: 0.03084, graphic: 0.03054, package: 0.02482, version: 0.02222, avail: 0.02204, tool: 0.02069, support: 0.01724, user: 0.01716"
Topic 8,"bike: 0.023, front: 0.01439, like: 0.0142, back: 0.01369, right: 0.01268, mile: 0.01126, left: 0.01121, well: 0.01031, side: 0.0099, look: 0.00951"
Topic 9,"window: 0.18829, color: 0.03948, display: 0.03221, server: 0.02749, mouse: 0.02733, manager: 0.02525, microsoft: 0.02231, screen: 0.02054, program: 0.01852, client: 0.0174"
Topic 10,"pain: 0.04713, ignore: 0.03305, feeling: 0.02072, abortion: 0.01921, sick: 0.01784, substance: 0.01759, traditional: 0.01483, rather: 0.01451, taking: 0.01365, dose: 0.01358"
Topic 11,"friend: 0.0878, mine: 0.07309, ticket: 0.05175, disclaimer: 0.03313, letter: 0.03127, indiana: 0.02685, interrupt: 0.02507, crack: 0.0241, nist: 0.02317, opinion: 0.02176"
Topic 12,"british: 0.05034, iraq: 0.02906, segment: 0.02323, keith: 0.02292, iraqi: 0.02205, kuwait: 0.02118, darren: 0.01898, vatican: 0.01827, indirect: 0.01813, finish: 0.01621"
Topic 13,"david: 0.11346, count: 0.07151, cros: 0.06395, shit: 0.03098, definite: 0.02952, void: 0.02884, wood: 0.02515, colorado: 0.02471, prophecy: 0.02422, quot: 0.02359"
